Skill_ID,Skill_Name,SkillType,Category,Subcategory
BGS49EAD316298D2FC6,Skill 28443,Certification,Data Analysis,Agile
BGS2B6414C71AE4E330,Skill 28444,Common Skill,Data Analysis,Critical Thinking
BGS73877BED21C947AE,Skill 28445,Certification,Customer Service,Client Support
BGS8052572517647C0A,Skill 28446,Common Skill,Project Management,Reporting
BGSA1A701C490203F6B,Skill 28447,Specialized Skill,Data Analysis,Waterfall
BGS3E91665D896C6959,Skill 28448,Certification,Technology,Operational Risk
BGS8A23E36A7D04C626,Skill 28449,Certification,Leadership,Innovation
BGS03F0573D33466252,Skill 28450,Specialized Skill,Technology,Account Management
BGSF31B033ABB6D3978,Skill 28451,Common Skill,Finance,Account Management
BGSC1115E3A7BAEF6ED,Skill 28452,Certification,Finance,Agile
BGSB735B4CDFB89CA1A,Skill 28453,Certification,Risk Management,Regulatory Compliance
BGS44FB9F800058596B,Skill 28454,Certification,Finance,Operational Risk
BGSD0EFBE79350795CC,Skill 28455,Certification,Leadership,Audit
BGSD7E30CC389DAE79D,Skill 28456,Common Skill,Customer Service,Team Management
BGS708B578C8FD80D7F,Skill 28457,Common Skill,Problem Solving,Compliance Risk
BGSBF90951F8316A771,Skill 28458,Common Skill,Finance,Audit
BGS6540F0D3923EBA12,Skill 28459,Common Skill,Leadership,Market Risk
BGS1982F0CA41FBE816,Skill 28460,Certification,Problem Solving,Infrastructure
BGSF858867066827F26,Skill 28461,Specialized Skill,Leadership,Risk Assessment
BGS016401568CEBF432,Skill 28462,Certification,Compliance,Change Management
BGS7D9173406F1C5EBE,Skill 28463,Certification,Project Management,Regulatory Compliance
BGS5AD74174F75B6184,Skill 28464,Common Skill,Project Management,Statistical Analysis
BGS456D24AA419A9469,Skill 28465,Common Skill,Technology,Investment Management
BGS87744C6F9CF46072,Skill 28466,Common Skill,Leadership,Audit
BGS8B58A578BA4E8360,Skill 28467,Certification,Communication,Statistical Analysis
BGS1F193DA7895103DD,Skill 28468,Common Skill,Data Analysis,Decision Making
BGS1778BA2718608B8D,Skill 28469,Certification,Project Management,Data Engineering
BGS9C2191BDF791741C,Skill 28470,Specialized Skill,Finance,Financial Analysis
BGSE00DC9820571CC78,Skill 28471,Common Skill,Leadership,Resource Planning
BGSF8C7959301D103F8,Skill 28472,Specialized Skill,Technology,Operational Risk
BGS7AA87D94050C7B36,Skill 28473,Certification,Project Management,Market Risk
BGS6704D80573406669,Skill 28474,Common Skill,Technology,Resource Planning
BGSEE7BE92F6D0CFE72,Skill 28475,Certification,Project Management,Written Communication
BGS279E0BBA04B7176C,Skill 28476,Certification,Finance,Agile
BGSC11193AB81B117B2,Skill 28477,Certification,Project Management,Market Risk
BGSE60A25EC38FC4EE0,Skill 28478,Common Skill,Compliance,Operational Risk
BGS21216967DB9BBD27,Skill 28479,Certification,Technology,Stakeholder Management
BGSF6BC455BD8A62602,Skill 28480,Specialized Skill,Project Management,Policy Management
BGS60A63A32A3B765C4,Skill 28481,Specialized Skill,Risk Management,Stakeholder Management
BGSCA06611BB39E8F2A,Skill 28482,Common Skill,Compliance,Client Support
BGS964817D268DFFF0D,Skill 28483,Certification,Risk Management,Software Development
BGS0AE157F43A9E62D1,Skill 28484,Common Skill,Leadership,Infrastructure
BGS7AC5EF13340DD843,Skill 28485,Common Skill,Technology,Agile
BGSA8AFA9B0E500FCA9,Skill 28486,Certification,Technology,Infrastructure
BGSF32735FA0C5A6968,Skill 28487,Common Skill,Risk Management,Service Delivery
BGS658B01D02AF79502,Skill 28488,Specialized Skill,Problem Solving,Compliance Risk
BGS743DC1D93ECC1C62,Skill 28489,Certification,Finance,Data Engineering
BGSB54AE66F4D535992,Skill 28490,Common Skill,Problem Solving,Reporting
BGS5678A43F6DDDA9D5,Skill 28491,Certification,Data Analysis,Critical Thinking
BGS24BE82EBB8C15A5F,Skill 28492,Certification,Risk Management,Market Risk
BGSE4A682632CC2FBDA,Skill 28493,Specialized Skill,Finance,Written Communication
BGS24936210B430669C,Skill 28494,Specialized Skill,Leadership,Audit
BGS889C0B6C5D7D5B87,Skill 28495,Certification,Technology,Software Development
BGS57FF7DE209870875,Skill 28496,Specialized Skill,Compliance,Team Management
BGSD322F14EDA43835F,Skill 28497,Specialized Skill,Communication,Change Management
BGSD45417AE0A0BF5FF,Skill 28498,Common Skill,Compliance,Policy Management
BGSC221E17688715870,Skill 28499,Common Skill,Data Analysis,Risk Assessment
BGSACB880BAC44DA6EC,Skill 28500,Common Skill,Customer Service,Stakeholder Management
BGSED8327962DE55436,Skill 28501,Specialized Skill,Risk Management,Infrastructure
BGSBBDB6D4A55E5325A,Skill 28502,Certification,Compliance,Innovation
BGSE6A88B280C506616,Skill 28503,Certification,Technology,Strategic Planning
BGSF924DBA9B8B8967E,Skill 28504,Common Skill,Finance,Infrastructure
BGS5D90301DB9086A29,Skill 28505,Common Skill,Risk Management,Statistical Analysis
BGS8068CC6A06281049,Skill 28506,Specialized Skill,Communication,Market Risk
BGSA9ED75BBB8B7033C,Skill 28507,Common Skill,Customer Service,Regulatory Compliance
BGS7E87DE89CCE80886,Skill 28508,Specialized Skill,Data Analysis,Service Delivery
BGSBAC753E3C7C9EBA4,Skill 28509,Certification,Problem Solving,Policy Management
BGS638623ED4F1D3403,Skill 28510,Specialized Skill,Project Management,Business Intelligence
BGS2F07BAB575340457,Skill 28511,Common Skill,Risk Management,Investment Management
BGS88D82276ADD00CF5,Skill 28512,Certification,Technology,Account Management
BGS3D82BBDEE7FA7DFA,Skill 28513,Certification,Problem Solving,Business Intelligence
BGSA5AD624943CA9FB4,Skill 28514,Specialized Skill,Leadership,Strategic Planning
BGSA477FA9ED51B36C2,Skill 28515,Certification,Technology,Operational Risk
BGS9828B24E0DB55127,Skill 28516,Specialized Skill,Risk Management,Decision Making
BGS226E20B1053BCBF6,Skill 28517,Common Skill,Technology,Compliance Risk
BGS5B8288C748A00E6B,Skill 28518,Certification,Finance,Investment Management
BGS75F919C740CED8FD,Skill 28519,Certification,Communication,Compliance Risk
BGS497649F4BE5B3D6B,Skill 28520,Certification,Problem Solving,Audit
BGS4EBC2E84BEB194C2,Skill 28521,Common Skill,Finance,Resource Planning
BGS38B5AC728CB29D48,Skill 28522,Certification,Risk Management,Financial Analysis
BGS26CB2B47D574CF64,Skill 28523,Specialized Skill,Customer Service,Service Delivery
BGS223A5471F71A43C8,Skill 28524,Common Skill,Finance,Audit
BGSF9B76F7DAC8F21F5,Skill 28525,Certification,Technology,Market Risk
BGSB15D54B8E05BDB0D,Skill 28526,Certification,Project Management,Statistical Analysis
BGS632FC75DDB458794,Skill 28527,Specialized Skill,Project Management,Written Communication
BGSFDFBAA464CE9567C,Skill 28528,Specialized Skill,Compliance,Market Risk
BGS025AC1670EA3E7E1,Skill 28529,Certification,Leadership,Written Communication
BGS673768C62749D8E8,Skill 28530,Specialized Skill,Leadership,Regulatory Compliance
BGSB850B6FF03DE0116,Skill 28531,Common Skill,Problem Solving,Operational Risk
BGS5C6B00406F06385E,Skill 28532,Certification,Problem Solving,Presentation
BGS020144B4B8BC79B2,Skill 28533,Common Skill,Problem Solving,Critical Thinking
BGS6547C8E0516992F2,Skill 28534,Certification,Leadership,Stakeholder Management
BGSB3D8C9B1D3BA107C,Skill 28535,Specialized Skill,Leadership,Investment Management
BGS05665FE763089C9B,Skill 28536,Specialized Skill,Technology,Written Communication
BGSFBC5D03DBE092AA8,Skill 28537,Specialized Skill,Problem Solving,Change Management
BGS5AE69345C15BC800,Skill 28538,Certification,Customer Service,Innovation
BGS86377B9493B64E15,Skill 28539,Specialized Skill,Risk Management,Change Management
BGS3C24CF817DAE1E43,Skill 28540,Specialized Skill,Problem Solving,Investment Management
BGS1E58F596807EDB85,Skill 28541,Specialized Skill,Finance,Agile
BGSF464EEC43CC76100,Skill 28542,Certification,Project Management,Operational Risk
BGSE0A46380A971DD82,Skill 28543,Specialized Skill,Customer Service,Presentation
BGSC450B53439FB8663,Skill 28544,Certification,Finance,Market Risk
BGS61CCDB3C43A4EB2C,Skill 28545,Certification,Technology,Account Management
BGS736B661DECFA10B1,Skill 28546,Certification,Customer Service,Compliance Risk
BGS09E70BE1A034D214,Skill 28547,Specialized Skill,Risk Management,Regulatory Compliance
BGS30398A8564341DA2,Skill 28548,Common Skill,Leadership,Decision Making
BGSC7D518D1D5B35992,Skill 28549,Common Skill,Technology,Software Development
BGS2DCA3EBF9AE6C8F0,Skill 28550,Certification,Risk Management,Strategic Planning
BGSA9564DA0D7AB3898,Skill 28551,Common Skill,Customer Service,Investment Management
BGS84DD2B7F0A840FF7,Skill 28552,Common Skill,Finance,Audit
BGSE1AD01D177E55B80,Skill 28553,Specialized Skill,Finance,Risk Assessment
BGS0A9466CE0DD7F556,Skill 28554,Specialized Skill,Technology,Data Engineering
BGS7EA4670EE2597610,Skill 28555,Certification,Customer Service,Risk Assessment
BGS78AD121E7F5CB9D2,Skill 28556,Specialized Skill,Data Analysis,Operational Risk
BGS3B267906130F1A64,Skill 28557,Certification,Customer Service,Resource Planning
BGS75AA2742D2D6263A,Skill 28558,Certification,Finance,Written Communication
BGS23E8D39214FEE1DC,Skill 28559,Specialized Skill,Communication,Infrastructure
BGS40A93232E8F52387,Skill 28560,Specialized Skill,Communication,Service Delivery
BGS0D9DF33C7DF2BE09,Skill 28561,Certification,Problem Solving,Stakeholder Management
BGSEB2ABC0755B0D77A,Skill 28562,Certification,Risk Management,Account Management
BGS799E6F394B85FDE9,Skill 28563,Certification,Leadership,Account Management
BGS35D940BE2DBC3CA6,Skill 28564,Common Skill,Problem Solving,Compliance Risk
BGS1EAE61D7834EC79B,Skill 28565,Specialized Skill,Risk Management,Service Delivery
BGS0E9EBCA01F642689,Skill 28566,Certification,Project Management,Resource Planning
BGS7466AFDAEF55F566,Skill 28567,Specialized Skill,Communication,Innovation
BGSEE1C795CEF9BC732,Skill 28568,Certification,Finance,Agile
BGS8C7D05F0611EF3B6,Skill 28569,Certification,Communication,Stakeholder Management
BGSD0158EE39AFA9956,Skill 28570,Common Skill,Customer Service,Risk Assessment
BGS4ED5BC581ECCA4C4,Skill 28571,Specialized Skill,Project Management,Statistical Analysis
BGSF8CCBB5B0CA14C04,Skill 28572,Common Skill,Problem Solving,Waterfall
BGSACB0E30F0CEC815C,Skill 28573,Common Skill,Communication,Statistical Analysis
BGS525F908322D8CDD9,Skill 28574,Certification,Technology,Financial Analysis
BGS24D5D345334ECA66,Skill 28575,Specialized Skill,Finance,Risk Assessment
BGSE96A24D315CC0FD4,Skill 28576,Specialized Skill,Problem Solving,Presentation
BGSB01F1CA8A75B5B19,Skill 28577,Specialized Skill,Communication,Team Management
BGS4BA34A24C94C9425,Skill 28578,Certification,Customer Service,Presentation
BGSA68F00B86C38C31D,Skill 28579,Specialized Skill,Problem Solving,Written Communication
BGS7C8476DEA07F85BE,Skill 28580,Common Skill,Technology,Infrastructure
BGSF477E882D987AF24,Skill 28581,Common Skill,Compliance,Data Engineering
BGS27728CC8FE5824D1,Skill 28582,Specialized Skill,Project Management,Software Development
BGS6B893EBA39D21E7E,Skill 28583,Common Skill,Data Analysis,Data Engineering
BGS7CC6CC0A5E03F4BC,Skill 28584,Certification,Risk Management,Business Intelligence
BGS89390E7798034E54,Skill 28585,Common Skill,Technology,Account Management
BGSA8889881619983EE,Skill 28586,Common Skill,Communication,Strategic Planning
BGS67369C3E479EC9F5,Skill 28587,Specialized Skill,Data Analysis,Audit
BGS9C00D391A28955F5,Skill 28588,Specialized Skill,Leadership,Regulatory Compliance
BGS419B1DB66B952137,Skill 28589,Common Skill,Project Management,Critical Thinking
BGS0D653D159402A7BF,Skill 28590,Certification,Compliance,Compliance Risk
BGSAC2E819B5BA0E763,Skill 28591,Specialized Skill,Problem Solving,Agile
BGS850E9B5DA7700754,Skill 28592,Common Skill,Technology,Audit
BGS6A7160EC0EEF995C,Skill 28593,Specialized Skill,Data Analysis,Decision Making
BGSA421E6B80CDDF456,Skill 28594,Common Skill,Data Analysis,Infrastructure
BGS7CCBC5772A868668,Skill 28595,Certification,Leadership,Compliance Risk
BGSEC925C5EA9568DC9,Skill 28596,Common Skill,Communication,Resource Planning
BGS2D96503BA545CFAF,Skill 28597,Specialized Skill,Communication,Resource Planning
BGS9180E616E6285B8E,Skill 28598,Specialized Skill,Technology,Risk Assessment
BGS411986948B8AAB65,Skill 28599,Specialized Skill,Risk Management,Agile
BGSF754491808416F8C,Skill 28600,Specialized Skill,Technology,Statistical Analysis
BGS6B7883970267F5F6,Skill 28601,Certification,Problem Solving,Reporting
BGSE84A0A9BABFA9F31,Skill 28602,Specialized Skill,Data Analysis,Resource Planning
BGS2846769DBA647E33,Skill 28603,Certification,Technology,Decision Making
BGSD64045280ECA41C9,Skill 28604,Specialized Skill,Finance,Change Management
BGS70AA1FCDD9B09C18,Skill 28605,Specialized Skill,Finance,Agile
BGS2D0EA494DFF732FA,Skill 28606,Common Skill,Risk Management,Agile
BGSD2091EB5BB8B818D,Skill 28607,Certification,Communication,Team Management
BGSAFC8A5C9CA5FC201,Skill 28608,Certification,Finance,Policy Management
BGS753B53440113A6EE,Skill 28609,Certification,Data Analysis,Statistical Analysis
BGSE4C1CE95D7994D77,Skill 28610,Specialized Skill,Finance,Operational Risk
BGS310E2FB06F36C544,Skill 28611,Common Skill,Leadership,Data Engineering
BGSBE3E80B47DCB98B4,Skill 28612,Common Skill,Customer Service,Presentation
BGSE2B1990DCA5EDB34,Skill 28613,Certification,Data Analysis,Agile
BGS68CC19BA0CB58FD6,Skill 28614,Certification,Data Analysis,Investment Management
BGSBA7AF42AA708D6BE,Skill 28615,Common Skill,Technology,Resource Planning
BGS3A16D13B646CBAF3,Skill 28616,Specialized Skill,Data Analysis,Agile
BGSF046B63E53C8FE65,Skill 28617,Common Skill,Risk Management,Market Risk
BGS0C448CBA692C3DF1,Skill 28618,Specialized Skill,Customer Service,Resource Planning
BGS364B9F7A11342341,Skill 28619,Certification,Compliance,Infrastructure
BGSBB05EDE2A2489ED8,Skill 28620,Certification,Project Management,Operational Risk
BGS1C7E3DE6F7BA8DCF,Skill 28621,Common Skill,Customer Service,Client Support
BGS42E6E69651B59AFE,Skill 28622,Certification,Data Analysis,Innovation
BGS616A380D18493CB6,Skill 28623,Common Skill,Compliance,Written Communication
BGS851C991D580E6434,Skill 28624,Specialized Skill,Communication,Presentation
BGSBF03F1EC2580DF90,Skill 28625,Specialized Skill,Compliance,Infrastructure
BGS8ABCF7908C328A34,Skill 28626,Common Skill,Communication,Audit
BGSD5CB98222B1D4CA8,Skill 28627,Specialized Skill,Compliance,Operational Risk
BGS632E9475BF3F441D,Skill 28628,Certification,Customer Service,Account Management
BGS4CE6823D6C4E8A19,Skill 28629,Common Skill,Project Management,Decision Making
BGSB87355C4B469D27E,Skill 28630,Common Skill,Problem Solving,Change Management
BGS8CCE0DCCB18938CB,Skill 28631,Common Skill,Problem Solving,Market Risk
BGS8B3BCE47309B090C,Skill 28632,Specialized Skill,Finance,Strategic Planning
BGS921C515D044BE267,Skill 28633,Specialized Skill,Problem Solving,Risk Assessment
BGS3B9D2017D3EE3D67,Skill 28634,Certification,Project Management,Agile
BGS3226995DDB1E684B,Skill 28635,Specialized Skill,Technology,Business Intelligence
BGSE28D194451483863,Skill 28636,Specialized Skill,Compliance,Risk Assessment
BGSED39888D229B26E7,Skill 28637,Certification,Communication,Risk Assessment
BGS8DBF5748CAFC54B6,Skill 28638,Specialized Skill,Compliance,Software Development
BGS9046DA863B3831BB,Skill 28639,Certification,Compliance,Change Management
BGS3BF78F5555D8DA5A,Skill 28640,Certification,Technology,Regulatory Compliance
BGSE210006DA2A099FF,Skill 28641,Certification,Communication,Regulatory Compliance
BGSF6BF82EE00E86B7A,Skill 28642,Common Skill,Customer Service,Client Support
BGSDC197716935AE620,Skill 28643,Certification,Finance,Operational Risk
BGS2A759E2A47B72995,Skill 28644,Specialized Skill,Data Analysis,Team Management
BGSD693C6F00A2E16EE,Skill 28645,Common Skill,Customer Service,Risk Assessment
BGS1625190114E9C737,Skill 28646,Common Skill,Problem Solving,Operational Risk
BGSB90B6B7C30131838,Skill 28647,Common Skill,Technology,Stakeholder Management
BGS1DD056F0EF1B71FC,Skill 28648,Common Skill,Data Analysis,Regulatory Compliance
BGSCF3BBDEB3E528991,Skill 28649,Common Skill,Finance,Reporting
BGSB8E39610DD3FD5FF,Skill 28650,Certification,Data Analysis,Critical Thinking
BGS05591C43FD43BFAC,Skill 28651,Certification,Problem Solving,Team Management
BGS0A3C806043212F7C,Skill 28652,Common Skill,Compliance,Risk Assessment
BGSCDCE422E7B3BE1E8,Skill 28653,Common Skill,Risk Management,Operational Risk
BGS0AB1D65D0B8BE7FC,Skill 28654,Specialized Skill,Problem Solving,Risk Assessment
BGS3502E8C27F210B94,Skill 28655,Specialized Skill,Communication,Strategic Planning
BGSC44708784729C3F7,Skill 28656,Certification,Communication,Operational Risk
BGS8FD24AE8A7744BB2,Skill 28657,Certification,Customer Service,Data Engineering
BGSE8D4094BEA6A932B,Skill 28658,Specialized Skill,Technology,Software Development
BGS83DC15CD162590D4,Skill 28659,Certification,Problem Solving,Change Management
BGS29F5C16773E575CA,Skill 28660,Common Skill,Compliance,Stakeholder Management
BGS0A80F840497A6F7B,Skill 28661,Specialized Skill,Project Management,Financial Analysis
BGSC071E7BC917B1374,Skill 28662,Certification,Leadership,Waterfall
BGS4D9F1EC599B27A57,Skill 28663,Certification,Leadership,Presentation
BGSF75EE8011F21E05E,Skill 28664,Certification,Project Management,Financial Analysis
BGS72A31EDE64D716EE,Skill 28665,Certification,Leadership,Data Engineering
BGS9B9C3012DF22208B,Skill 28666,Specialized Skill,Finance,Audit
BGS2BBC6DAED1E041BD,Skill 28667,Specialized Skill,Customer Service,Business Intelligence
BGS3F506DBA272B2FFA,Skill 28668,Specialized Skill,Finance,Account Management
BGSA10B74E36150E9AC,Skill 28669,Specialized Skill,Customer Service,Service Delivery
BGS75DDBAAE4FDA4B4E,Skill 28670,Certification,Customer Service,Team Management
BGS81EE603B7EBC5EB3,Skill 28671,Specialized Skill,Finance,Stakeholder Management
BGS5DA5BBEEAFA90384,Skill 28672,Certification,Customer Service,Reporting
BGSE33ED754600EF5A5,Skill 28673,Specialized Skill,Problem Solving,Risk Assessment
BGSE070C928FE28B7DA,Skill 28674,Specialized Skill,Problem Solving,Risk Assessment
BGS257CBCB0387CCCAA,Skill 28675,Specialized Skill,Finance,Agile
BGSE49243A9A584FC0D,Skill 28676,Certification,Customer Service,Critical Thinking
BGS2F53534F21494512,Skill 28677,Common Skill,Finance,Reporting
BGS615EB7CAE6B1CECB,Skill 28678,Certification,Technology,Software Development
BGS1B0F40D33DF6AF4B,Skill 28679,Common Skill,Customer Service,Agile
BGS05F34B160EAC352D,Skill 28680,Common Skill,Leadership,Software Development
BGSC874FD027901BC63,Skill 28681,Certification,Technology,Account Management
BGS93E7EE9E6D822C78,Skill 28682,Common Skill,Risk Management,Risk Assessment
BGS96FE846C255017D2,Skill 28683,Certification,Finance,Change Management
BGS35F233F35F98780E,Skill 28684,Common Skill,Project Management,Market Risk
BGS110172B949CEEFB1,Skill 28685,Specialized Skill,Compliance,Data Engineering
BGSF3B7E79AEAD9E446,Skill 28686,Common Skill,Customer Service,Client Support
BGS3A188A11694648E4,Skill 28687,Specialized Skill,Risk Management,Account Management
BGS90E33E6CACB7ADDD,Skill 28688,Specialized Skill,Technology,Market Risk
BGS56FA9836AAA5A460,Skill 28689,Common Skill,Problem Solving,Decision Making
BGS3F1DCB0F017243B3,Skill 28690,Specialized Skill,Problem Solving,Regulatory Compliance
BGSDADE550001F55A8C,Skill 28691,Common Skill,Technology,Investment Management
BGS255E2090909C10CC,Skill 28692,Certification,Problem Solving,Risk Assessment
BGS95A90DE5750D07A0,Skill 28693,Specialized Skill,Technology,Strategic Planning
BGS52B49FCC8B89CF99,Skill 28694,Specialized Skill,Leadership,Innovation
BGS3AE4B531C7402945,Skill 28695,Specialized Skill,Communication,Waterfall
BGS60DFE6ABF64F0023,Skill 28696,Common Skill,Compliance,Data Engineering
BGSF07AECFB26B219B1,Skill 28697,Common Skill,Communication,Business Intelligence
BGS5B7874749CD7C826,Skill 28698,Common Skill,Customer Service,Regulatory Compliance
BGSD58EE7CFB3D1A4FA,Skill 28699,Specialized Skill,Compliance,Agile
BGSD12454C4071D83AD,Skill 28700,Common Skill,Problem Solving,Reporting
BGS1D2D5D5695ED5CEE,Skill 28701,Common Skill,Leadership,Strategic Planning
BGS6D66FB2C43BCD974,Skill 28702,Certification,Customer Service,Market Risk
BGS0285276E8CF518A3,Skill 28703,Certification,Finance,Waterfall
BGSDFB7F3614AE59FE2,Skill 28704,Certification,Problem Solving,Account Management
BGS4BCBD87D5926E317,Skill 28705,Common Skill,Data Analysis,Policy Management
BGSD986A378A3EB03BC,Skill 28706,Certification,Problem Solving,Innovation
BGS0B0C10A4A603CD80,Skill 28707,Specialized Skill,Customer Service,Investment Management
BGSCD98918D14FAD6A8,Skill 28708,Certification,Compliance,Infrastructure
BGSC61EA2E3C067A712,Skill 28709,Certification,Finance,Service Delivery
BGSFB55DB2F14A70884,Skill 28710,Common Skill,Leadership,Team Management
BGS908661312CD62F6F,Skill 28711,Common Skill,Project Management,Team Management
BGS638EDFB7CE036BA3,Skill 28712,Specialized Skill,Risk Management,Business Intelligence
BGS425116E28621AD23,Skill 28713,Common Skill,Data Analysis,Innovation
BGSD48EB65F6E2F47BD,Skill 28714,Common Skill,Technology,Market Risk
BGS7ED9D37CA6306A83,Skill 28715,Specialized Skill,Project Management,Critical Thinking
BGSF50A1EABD6DB19FD,Skill 28716,Common Skill,Finance,Financial Analysis
BGSAD71C6906CA2075A,Skill 28717,Common Skill,Communication,Regulatory Compliance
BGSAFE3ADFC02485436,Skill 28718,Certification,Risk Management,Risk Assessment
BGS17AB98B5C332374B,Skill 28719,Certification,Compliance,Investment Management
BGS0695C906B5939E93,Skill 28720,Certification,Communication,Change Management
BGS644AB9077D042A21,Skill 28721,Specialized Skill,Communication,Stakeholder Management
BGSF788C4AA42E460FA,Skill 28722,Certification,Customer Service,Account Management
BGS4076D1FEF8332D96,Skill 28723,Certification,Leadership,Regulatory Compliance
BGS84180FEFD8E21F40,Skill 28724,Specialized Skill,Compliance,Reporting
BGS4B37CE49EB0D9637,Skill 28725,Common Skill,Technology,Account Management
BGS8B3042CBA0EE3946,Skill 28726,Specialized Skill,Project Management,Regulatory Compliance
BGS034823D22E2B58BA,Skill 28727,Specialized Skill,Risk Management,Financial Analysis
BGS3AB1916E287D1285,Skill 28728,Certification,Customer Service,Statistical Analysis
BGS581B5F11DA9DB613,Skill 28729,Specialized Skill,Technology,Reporting
BGS2D87488112171BA0,Skill 28730,Certification,Compliance,Written Communication
BGS66A974E7D079521A,Skill 28731,Certification,Communication,Reporting
BGS60DEEBA76D57377E,Skill 28732,Specialized Skill,Leadership,Business Intelligence
BGS9E56539CF60EECEC,Skill 28733,Specialized Skill,Communication,Infrastructure
BGSD4C3929F2028EF88,Skill 28734,Specialized Skill,Customer Service,Client Support
BGSE31C67642BEE17F6,Skill 28735,Certification,Project Management,Service Delivery
BGS4A7E33D9549BB320,Skill 28736,Certification,Risk Management,Strategic Planning
BGSB9B345F3663CF00F,Skill 28737,Specialized Skill,Finance,Reporting
BGS6E5CE0E1D47D8918,Skill 28738,Common Skill,Finance,Strategic Planning
BGS0B3CE38AD970E806,Skill 28739,Specialized Skill,Communication,Service Delivery
BGS8D91798BD6A5FD5E,Skill 28740,Specialized Skill,Finance,Software Development
BGSBBD4242F0DBF9B84,Skill 28741,Certification,Project Management,Infrastructure
BGS750A1CE7AF8A54DB,Skill 28742,Specialized Skill,Finance,Presentation
BGSC46BA23A0C1E8931,Skill 28743,Specialized Skill,Compliance,Statistical Analysis
BGSD1BBD0DFBCDCFD19,Skill 28744,Specialized Skill,Data Analysis,Stakeholder Management
BGS39FC06323CD2C865,Skill 28745,Certification,Finance,Policy Management
BGS55F07A271DB27E84,Skill 28746,Common Skill,Leadership,Compliance Risk
BGS4C4B456F9CF0C30F,Skill 28747,Common Skill,Technology,Innovation
BGS8F8A329F834F5BCC,Skill 28748,Common Skill,Leadership,Strategic Planning
BGS44D9554D75FD5175,Skill 28749,Specialized Skill,Problem Solving,Investment Management
BGS3962C3F4D0609FD2,Skill 28750,Certification,Leadership,Regulatory Compliance
BGS7831CF12E5DE12F6,Skill 28751,Certification,Compliance,Presentation
BGS46921DB0158A7F31,Skill 28752,Common Skill,Project Management,Resource Planning
BGSBD8F4ECA05B7466E,Skill 28753,Specialized Skill,Customer Service,Market Risk
BGSD54070ADF4F5BE94,Skill 28754,Common Skill,Technology,Business Intelligence
BGS532C44F5FF16F795,Skill 28755,Common Skill,Finance,Compliance Risk
BGSB56C04E0EFE80587,Skill 28756,Specialized Skill,Technology,Operational Risk
BGSD96605D9C809C207,Skill 28757,Certification,Project Management,Team Management
BGS8C149EF2D3321904,Skill 28758,Common Skill,Data Analysis,Client Support
BGS9F7D96A2548CC301,Skill 28759,Certification,Compliance,Strategic Planning
BGSEDC3ABACC78E86C9,Skill 28760,Specialized Skill,Data Analysis,Presentation
BGS4BD743132DA1A409,Skill 28761,Common Skill,Project Management,Market Risk
BGS7394DBC6F8B603EF,Skill 28762,Specialized Skill,Compliance,Risk Assessment
BGS64563DAF2282FD96,Skill 28763,Common Skill,Finance,Agile
BGS71D9101DE8F36EDB,Skill 28764,Common Skill,Customer Service,Waterfall
BGS9FB740FCC1743314,Skill 28765,Certification,Customer Service,Account Management
BGS9032388E13795997,Skill 28766,Common Skill,Project Management,Market Risk
BGS6E799DE873FDDEA2,Skill 28767,Certification,Communication,Waterfall
BGS2359EC1243F79120,Skill 28768,Common Skill,Technology,Client Support
BGS88ACDAA2910F341B,Skill 28769,Specialized Skill,Project Management,Critical Thinking
BGS9E3622941C99C4A5,Skill 28770,Common Skill,Communication,Market Risk
BGS737B151C7DDCE5A9,Skill 28771,Specialized Skill,Finance,Strategic Planning
BGS2E62730ABDB02038,Skill 28772,Certification,Project Management,Resource Planning
BGSC78E471AD043F0A4,Skill 28773,Common Skill,Project Management,Market Risk
BGSB3B052B6C41B3E5E,Skill 28774,Specialized Skill,Communication,Agile
BGSB05BD5AABEC32294,Skill 28775,Common Skill,Compliance,Market Risk
BGSA44C1B6D9030A351,Skill 28776,Certification,Problem Solving,Waterfall
BGS32F552CEA5A2561E,Skill 28777,Certification,Project Management,Critical Thinking
BGSE3B6B493534C6C21,Skill 28778,Common Skill,Leadership,Written Communication
BGS5CCF7F5A1D806D21,Skill 28779,Common Skill,Project Management,Waterfall
BGSBAF170FF195AB402,Skill 28780,Specialized Skill,Compliance,Compliance Risk
BGS19422253717BDB36,Skill 28781,Common Skill,Technology,Client Support
BGS3703445A18FC275A,Skill 28782,Specialized Skill,Risk Management,Business Intelligence
BGS5F97D0981589E7C6,Skill 28783,Certification,Compliance,Financial Analysis
BGS5A2C28A9AE7A2B70,Skill 28784,Common Skill,Technology,Innovation
BGSD03F8E7E15D5DB80,Skill 28785,Specialized Skill,Compliance,Operational Risk
BGS66DBC1346E1BC0B9,Skill 28786,Common Skill,Customer Service,Compliance Risk
BGS011D5F2714EC47F5,Skill 28787,Common Skill,Data Analysis,Innovation
BGSD0511CB3C003D3BD,Skill 28788,Certification,Customer Service,Critical Thinking
BGS1EEEF81F08BD97A9,Skill 28789,Common Skill,Risk Management,Audit
BGS6447639F7C5927E9,Skill 28790,Common Skill,Risk Management,Change Management
BGSA30791F75A5B6185,Skill 28791,Specialized Skill,Problem Solving,Change Management
BGS3B76FDD90CD201E1,Skill 28792,Certification,Leadership,Compliance Risk
BGSADD0E0DDF260F823,Skill 28793,Specialized Skill,Compliance,Operational Risk
