skill_id,name,skill_type,category,subcategory,description,aliases,related_skills,prerequisites
BGSCFCBAE768B5E8DC5,Skill 27623,SPECIALIZED,Risk Management,Statistical Analysis,,[],[],[]
BGS91E7E38B68BE0F00,Skill 27624,CERTIFICATION,Compliance,Client Support,,[],[],[]
BGS450BC3C8868232BD,Skill 27625,COMMON,Customer Service,Strategic Planning,,[],[],[]
BGS10E7A2A65D95FC38,Skill 27626,SPECIALIZED,Leadership,Market Risk,,[],[],[]
BGSDF446E7D97A4B79F,Skill 27627,CERTIFICATION,Project Management,Critical Thinking,,[],[],[]
BGS45A9126F2D05FE19,Skill 27628,CERTIFICATION,Compliance,Account Management,,[],[],[]
BGS27226B7CC628CD0C,Skill 27629,SPECIALIZED,Risk Management,Critical Thinking,,[],[],[]
BGS89EC51E64E3C9B07,Skill 27630,SPECIALIZED,Technology,Account Management,,[],[],[]
BGSE8E62912B69C09CD,Skill 27631,CERTIFICATION,Communication,Resource Planning,,[],[],[]
BGS90DA267E03560DF8,Skill 27632,CERTIFICATION,Communication,Infrastructure,,[],[],[]
BGS35C60DC178824616,Skill 27633,COMMON,Problem Solving,Market Risk,,[],[],[]
BGS0364A78B120E3DE5,Skill 27634,COMMON,Project Management,Innovation,,[],[],[]
BGS7E384215D75B53A6,Skill 27635,SPECIALIZED,Finance,Market Risk,,[],[],[]
BGS953E5DF8113D40C2,Skill 27636,SPECIALIZED,Risk Management,Innovation,,[],[],[]
BGSF75EA9799D64EFB4,Skill 27637,COMMON,Finance,Change Management,,[],[],[]
BGS69A72BEC45668649,Skill 27638,SPECIALIZED,Finance,Audit,,[],[],[]
BGS6F1AB91BFE87860D,Skill 27639,SPECIALIZED,Risk Management,Infrastructure,,[],[],[]
BGS1041DFCF78E046A4,Skill 27640,CERTIFICATION,Communication,Reporting,,[],[],[]
BGS05F5C3EEFBB32C74,Skill 27641,CERTIFICATION,Communication,Infrastructure,,[],[],[]
BGS869423D488BDD686,Skill 27642,CERTIFICATION,Communication,Reporting,,[],[],[]
BGSB01C5115181C3A27,Skill 27643,COMMON,Leadership,Infrastructure,,[],[],[]
BGS93EF3C56F210DED8,Skill 27644,COMMON,Project Management,Financial Analysis,,[],[],[]
BGSC54B746D906FA1C5,Skill 27645,COMMON,Finance,Financial Analysis,,[],[],[]
BGS5FB7E9976D3BE1C4,Skill 27646,CERTIFICATION,Leadership,Reporting,,[],[],[]
BGS2A5823F9D2817063,Skill 27647,COMMON,Compliance,Audit,,[],[],[]
BGS1E61D8FFACBAAA48,Skill 27648,CERTIFICATION,Finance,Risk Assessment,,[],[],[]
BGS3934D1689C1944C5,Skill 27649,SPECIALIZED,Leadership,Presentation,,[],[],[]
BGS89FCAEB11538D53B,Skill 27650,SPECIALIZED,Finance,Infrastructure,,[],[],[]
BGS4FBC444281DDC1D5,Skill 27651,COMMON,Compliance,Presentation,,[],[],[]
BGS695DF3482D98B9A5,Skill 27652,CERTIFICATION,Problem Solving,Resource Planning,,[],[],[]
BGS13412D1E1A3FA50A,Skill 27653,SPECIALIZED,Risk Management,Resource Planning,,[],[],[]
BGS75FF0CF95E09877E,Skill 27654,COMMON,Finance,Regulatory Compliance,,[],[],[]
BGS52352FB979397102,Skill 27655,SPECIALIZED,Technology,Reporting,,[],[],[]
BGS30090C7671BD5FEE,Skill 27656,SPECIALIZED,Communication,Reporting,,[],[],[]
BGSDC6A7AD24B56272E,Skill 27657,SPECIALIZED,Customer Service,Policy Management,,[],[],[]
BGSFDC93143A3E910D7,Skill 27658,CERTIFICATION,Risk Management,Written Communication,,[],[],[]
BGS9E742C523EA7837D,Skill 27659,SPECIALIZED,Compliance,Stakeholder Management,,[],[],[]
BGS35E88C088DD9B290,Skill 27660,SPECIALIZED,Risk Management,Market Risk,,[],[],[]
BGS5518353571630C15,Skill 27661,CERTIFICATION,Technology,Strategic Planning,,[],[],[]
BGS928FCCA13B278DFC,Skill 27662,COMMON,Technology,Presentation,,[],[],[]
BGS565761F1415B3783,Skill 27663,SPECIALIZED,Leadership,Client Support,,[],[],[]
BGS70B673B0C31E987E,Skill 27664,COMMON,Problem Solving,Financial Analysis,,[],[],[]
BGS34149CC203485475,Skill 27665,CERTIFICATION,Problem Solving,Policy Management,,[],[],[]
BGSDC545EC33CB34CAF,Skill 27666,SPECIALIZED,Communication,Resource Planning,,[],[],[]
BGS587A07ABFCA7C254,Skill 27667,CERTIFICATION,Customer Service,Risk Assessment,,[],[],[]
BGSD17A5EEBE11F8E19,Skill 27668,CERTIFICATION,Leadership,Audit,,[],[],[]
BGS2B056F7586479B2D,Skill 27669,COMMON,Compliance,Client Support,,[],[],[]
BGSFEA462C92B6F9DF5,Skill 27670,CERTIFICATION,Leadership,Critical Thinking,,[],[],[]
BGS4C4BA40E9B4E7F08,Skill 27671,CERTIFICATION,Customer Service,Change Management,,[],[],[]
BGS9F456EAAB5081BF5,Skill 27672,SPECIALIZED,Communication,Team Management,,[],[],[]
BGSDA330C4880AB48D9,Skill 27673,SPECIALIZED,Technology,Financial Analysis,,[],[],[]
BGSF8ACD62E969A200C,Skill 27674,SPECIALIZED,Project Management,Investment Management,,[],[],[]
BGS363EA6ED01CEEB7B,Skill 27675,SPECIALIZED,Data Analysis,Financial Analysis,,[],[],[]
BGSEBFF468FE764F340,Skill 27676,COMMON,Compliance,Written Communication,,[],[],[]
BGS81279EA5F78F1047,Skill 27677,SPECIALIZED,Project Management,Resource Planning,,[],[],[]
BGS6FF2D2EBDDC4C556,Skill 27678,SPECIALIZED,Communication,Waterfall,,[],[],[]
BGSB0B8B25B56CD765E,Skill 27679,CERTIFICATION,Compliance,Statistical Analysis,,[],[],[]
BGS9CB1CBFA5E9AED0B,Skill 27680,CERTIFICATION,Finance,Market Risk,,[],[],[]
BGS5A00A1FA17129CD5,Skill 27681,SPECIALIZED,Customer Service,Operational Risk,,[],[],[]
BGS4E909645E598CEE1,Skill 27682,COMMON,Problem Solving,Risk Assessment,,[],[],[]
BGS388B4F08AD54E763,Skill 27683,SPECIALIZED,Project Management,Regulatory Compliance,,[],[],[]
BGSA3CCBF54F3B9D500,Skill 27684,COMMON,Compliance,Client Support,,[],[],[]
BGSBC23882E5CE3E715,Skill 27685,SPECIALIZED,Customer Service,Regulatory Compliance,,[],[],[]
BGS14131EA128C04AD9,Skill 27686,CERTIFICATION,Project Management,Data Engineering,,[],[],[]
BGS3E36FF17F5390797,Skill 27687,CERTIFICATION,Leadership,Resource Planning,,[],[],[]
BGS4BCDBC86529236CF,Skill 27688,COMMON,Data Analysis,Presentation,,[],[],[]
BGSCC2A928B3C2C9644,Skill 27689,COMMON,Compliance,Critical Thinking,,[],[],[]
BGS1073AD0551FB9C05,Skill 27690,SPECIALIZED,Problem Solving,Waterfall,,[],[],[]
BGS484231D4F497F6B1,Skill 27691,COMMON,Compliance,Audit,,[],[],[]
BGS35661BAE11FD8785,Skill 27692,CERTIFICATION,Problem Solving,Waterfall,,[],[],[]
BGS4D8A3994BD35C4DC,Skill 27693,COMMON,Data Analysis,Reporting,,[],[],[]
BGS2E7373C15648FDC8,Skill 27694,CERTIFICATION,Customer Service,Market Risk,,[],[],[]
BGS8FB2E7D6A0CF7192,Skill 27695,SPECIALIZED,Compliance,Innovation,,[],[],[]
BGS70819AC6C153FB19,Skill 27696,CERTIFICATION,Project Management,Written Communication,,[],[],[]
BGSF3D28925D1B3BF17,Skill 27697,CERTIFICATION,Project Management,Statistical Analysis,,[],[],[]
BGSA67BA909A9F37294,Skill 27698,COMMON,Project Management,Agile,,[],[],[]
BGS4E412D290BD538F5,Skill 27699,SPECIALIZED,Communication,Strategic Planning,,[],[],[]
BGS8525F47933489B9C,Skill 27700,COMMON,Communication,Business Intelligence,,[],[],[]
BGS84BE1AED6A12288A,Skill 27701,SPECIALIZED,Data Analysis,Waterfall,,[],[],[]
BGSA55ED501D26C1980,Skill 27702,CERTIFICATION,Risk Management,Innovation,,[],[],[]
BGSB87262BFE4CE49EF,Skill 27703,COMMON,Communication,Operational Risk,,[],[],[]
BGS214C4D9DAE82EDB4,Skill 27704,COMMON,Data Analysis,Policy Management,,[],[],[]
BGSF3F57CB0CF686326,Skill 27705,COMMON,Project Management,Account Management,,[],[],[]
BGS92CAA4EBC2F02817,Skill 27706,COMMON,Customer Service,Data Engineering,,[],[],[]
BGSEDB4B2600BAF7C1C,Skill 27707,CERTIFICATION,Problem Solving,Audit,,[],[],[]
BGSCB3B88E15A5D6ABC,Skill 27708,CERTIFICATION,Data Analysis,Reporting,,[],[],[]
BGSAE2A817ACAE35D76,Skill 27709,SPECIALIZED,Compliance,Regulatory Compliance,,[],[],[]
BGSD0D0ABEDBD748295,Skill 27710,SPECIALIZED,Risk Management,Infrastructure,,[],[],[]
BGS32A2A80D284EBA3D,Skill 27711,SPECIALIZED,Compliance,Policy Management,,[],[],[]
BGS25C1DF896033CC2E,Skill 27712,SPECIALIZED,Leadership,Business Intelligence,,[],[],[]
BGS1FBD4885153EAAB7,Skill 27713,COMMON,Communication,Change Management,,[],[],[]
BGS5C7F5F7860B007F3,Skill 27714,COMMON,Leadership,Market Risk,,[],[],[]
BGS2C117E43C7FC02A3,Skill 27715,CERTIFICATION,Communication,Audit,,[],[],[]
BGS7F165EA69482E51B,Skill 27716,CERTIFICATION,Project Management,Data Engineering,,[],[],[]
BGS9915C345B937064E,Skill 27717,SPECIALIZED,Leadership,Reporting,,[],[],[]
BGSCA02BEFC1D9F679A,Skill 27718,SPECIALIZED,Data Analysis,Statistical Analysis,,[],[],[]
BGS3BE6871975158E67,Skill 27719,CERTIFICATION,Compliance,Presentation,,[],[],[]
BGS42316074692C5D87,Skill 27720,CERTIFICATION,Problem Solving,Regulatory Compliance,,[],[],[]
BGS96314791B3F0F214,Skill 27721,COMMON,Finance,Infrastructure,,[],[],[]
BGSEB2BF72E23117B35,Skill 27722,SPECIALIZED,Risk Management,Operational Risk,,[],[],[]
BGSB21823893217BD23,Skill 27723,COMMON,Customer Service,Software Development,,[],[],[]
BGS728D553BE9723275,Skill 27724,CERTIFICATION,Project Management,Policy Management,,[],[],[]
BGS8A64E7BDD7ACDAB9,Skill 27725,CERTIFICATION,Leadership,Policy Management,,[],[],[]
BGSB611F692C9118270,Skill 27726,COMMON,Compliance,Regulatory Compliance,,[],[],[]
BGS710CDDC3B87D954E,Skill 27727,SPECIALIZED,Problem Solving,Reporting,,[],[],[]
BGSBB211A8AE0701AEE,Skill 27728,COMMON,Risk Management,Investment Management,,[],[],[]
BGSB6C6C8795204EBF5,Skill 27729,COMMON,Project Management,Reporting,,[],[],[]
BGS0B20CAC92A7DEA1F,Skill 27730,SPECIALIZED,Project Management,Data Engineering,,[],[],[]
BGS9F0B9B457673F893,Skill 27731,CERTIFICATION,Communication,Critical Thinking,,[],[],[]
BGSD93AD3632FC85977,Skill 27732,COMMON,Customer Service,Risk Assessment,,[],[],[]
BGSC57A774979C210A5,Skill 27733,COMMON,Risk Management,Agile,,[],[],[]
BGS407D0D39A9651630,Skill 27734,COMMON,Finance,Resource Planning,,[],[],[]
BGS455924C456E55320,Skill 27735,SPECIALIZED,Leadership,Business Intelligence,,[],[],[]
BGS24F1BD31C1E50B49,Skill 27736,SPECIALIZED,Technology,Audit,,[],[],[]
BGS78D3359E74B14408,Skill 27737,SPECIALIZED,Compliance,Risk Assessment,,[],[],[]
BGSDCBAE387F77DFA7D,Skill 27738,SPECIALIZED,Communication,Critical Thinking,,[],[],[]
BGS82337BD0FF184AE2,Skill 27739,SPECIALIZED,Project Management,Service Delivery,,[],[],[]
BGSD3C413EF546AD65C,Skill 27740,COMMON,Communication,Decision Making,,[],[],[]
BGSB3C8B189EABAC902,Skill 27741,CERTIFICATION,Compliance,Business Intelligence,,[],[],[]
BGSEF3E83FCBBEECD1E,Skill 27742,COMMON,Finance,Operational Risk,,[],[],[]
BGSE9449D4A088DF859,Skill 27743,SPECIALIZED,Communication,Infrastructure,,[],[],[]
BGS13170871EE68987B,Skill 27744,CERTIFICATION,Technology,Infrastructure,,[],[],[]
BGS77512DCB50D4DC08,Skill 27745,SPECIALIZED,Technology,Market Risk,,[],[],[]
BGSC8943E1B0AC1D6D9,Skill 27746,SPECIALIZED,Project Management,Statistical Analysis,,[],[],[]
BGSEBB2F94AF45A5723,Skill 27747,SPECIALIZED,Finance,Stakeholder Management,,[],[],[]
BGS2EA6228C5E0C9A21,Skill 27748,COMMON,Data Analysis,Infrastructure,,[],[],[]
BGS11F109D6CED5293A,Skill 27749,COMMON,Technology,Agile,,[],[],[]
BGS2ABF0058168B91E8,Skill 27750,SPECIALIZED,Finance,Operational Risk,,[],[],[]
BGSA54E576D607B1B2C,Skill 27751,CERTIFICATION,Risk Management,Change Management,,[],[],[]
BGS55DECFCFF9C09000,Skill 27752,SPECIALIZED,Problem Solving,Waterfall,,[],[],[]
BGS4DFCE75C0A2B2A32,Skill 27753,SPECIALIZED,Problem Solving,Market Risk,,[],[],[]
BGSC178A463286DF249,Skill 27754,COMMON,Leadership,Stakeholder Management,,[],[],[]
BGS45E7BFA564B97E21,Skill 27755,COMMON,Communication,Innovation,,[],[],[]
BGSB5D7002F4DECB7CE,Skill 27756,COMMON,Compliance,Service Delivery,,[],[],[]
BGS49EF8CA8EB77A175,Skill 27757,COMMON,Technology,Stakeholder Management,,[],[],[]
BGS04AC6B8CB9D6626A,Skill 27758,CERTIFICATION,Data Analysis,Reporting,,[],[],[]
BGS8703A5D88AF5F9A3,Skill 27759,COMMON,Leadership,Waterfall,,[],[],[]
BGS6EA12325E33196A7,Skill 27760,CERTIFICATION,Data Analysis,Data Engineering,,[],[],[]
BGSC7C9B5C3DB21FB1A,Skill 27761,SPECIALIZED,Communication,Change Management,,[],[],[]
BGS947ABBEDEA9154B0,Skill 27762,CERTIFICATION,Project Management,Operational Risk,,[],[],[]
BGSF256864118ADF0A3,Skill 27763,CERTIFICATION,Technology,Compliance Risk,,[],[],[]
BGS95767F0D897D336C,Skill 27764,SPECIALIZED,Problem Solving,Client Support,,[],[],[]
BGS2B353DCA5B46748E,Skill 27765,SPECIALIZED,Data Analysis,Account Management,,[],[],[]
BGS50A2F3EFBA6443D8,Skill 27766,SPECIALIZED,Finance,Market Risk,,[],[],[]
BGS82970B2EE5BA6BFE,Skill 27767,CERTIFICATION,Risk Management,Stakeholder Management,,[],[],[]
BGS403F8C1005616FD8,Skill 27768,COMMON,Leadership,Regulatory Compliance,,[],[],[]
BGSD93C4B0A5F3494D7,Skill 27769,SPECIALIZED,Leadership,Audit,,[],[],[]
BGSC974364A53256688,Skill 27770,SPECIALIZED,Finance,Innovation,,[],[],[]
BGS283596AC0C5C902D,Skill 27771,COMMON,Communication,Regulatory Compliance,,[],[],[]
BGS8E21BE05B50AEF5F,Skill 27772,COMMON,Technology,Software Development,,[],[],[]
BGS3BDD610A587F2618,Skill 27773,COMMON,Compliance,Change Management,,[],[],[]
BGS0A83765FE9815EFC,Skill 27774,COMMON,Communication,Financial Analysis,,[],[],[]
BGS18370C6F05FA8978,Skill 27775,CERTIFICATION,Technology,Team Management,,[],[],[]
BGS931EB7E9E16EBCEA,Skill 27776,SPECIALIZED,Project Management,Financial Analysis,,[],[],[]
BGS977157387BDDD815,Skill 27777,COMMON,Customer Service,Compliance Risk,,[],[],[]
BGS50A3B9021D4857D1,Skill 27778,CERTIFICATION,Communication,Client Support,,[],[],[]
BGSEBCD2122515890F2,Skill 27779,CERTIFICATION,Data Analysis,Statistical Analysis,,[],[],[]
BGS577B3088B2F4D3EA,Skill 27780,SPECIALIZED,Project Management,Change Management,,[],[],[]
BGS85EE158827A47638,Skill 27781,COMMON,Leadership,Service Delivery,,[],[],[]
BGS819F9085DE9972AE,Skill 27782,SPECIALIZED,Data Analysis,Service Delivery,,[],[],[]
BGS5B5D75822BFA499B,Skill 27783,COMMON,Technology,Waterfall,,[],[],[]
BGSAB97E6C48AD914C9,Skill 27784,SPECIALIZED,Technology,Investment Management,,[],[],[]
BGS8D9EAD0C49A83114,Skill 27785,SPECIALIZED,Technology,Written Communication,,[],[],[]
BGSC57BB71E5FFF9C1F,Skill 27786,COMMON,Project Management,Waterfall,,[],[],[]
BGS32C99F62D3FB2548,Skill 27787,CERTIFICATION,Finance,Business Intelligence,,[],[],[]
BGS673BF69FB7DDAFA4,Skill 27788,SPECIALIZED,Leadership,Data Engineering,,[],[],[]
BGS78FADC59F8602816,Skill 27789,COMMON,Finance,Waterfall,,[],[],[]
BGS3FF48544109CDCD8,Skill 27790,COMMON,Technology,Agile,,[],[],[]
BGS09B7A85DB2D09A24,Skill 27791,SPECIALIZED,Data Analysis,Presentation,,[],[],[]
BGSF43BBC9FD9A9C99F,Skill 27792,COMMON,Risk Management,Financial Analysis,,[],[],[]
BGSA08EB49027B7B713,Skill 27793,COMMON,Compliance,Critical Thinking,,[],[],[]
BGS35D054C0C738565F,Skill 27794,CERTIFICATION,Technology,Resource Planning,,[],[],[]
BGS693CE0BD602C0170,Skill 27795,COMMON,Problem Solving,Client Support,,[],[],[]
BGS51FAF9A81F6A38EE,Skill 27796,SPECIALIZED,Project Management,Critical Thinking,,[],[],[]
BGS1BB495D4493E1ED7,Skill 27797,SPECIALIZED,Project Management,Risk Assessment,,[],[],[]
BGS86A9C99FE197A738,Skill 27798,CERTIFICATION,Risk Management,Decision Making,,[],[],[]
BGSF92D1686C24FB2DB,Skill 27799,CERTIFICATION,Finance,Compliance Risk,,[],[],[]
BGSB8CB115D19B6C1C9,Skill 27800,COMMON,Leadership,Audit,,[],[],[]
BGS2F1A0D143438BA92,Skill 27801,SPECIALIZED,Customer Service,Financial Analysis,,[],[],[]
BGS105383723549A5E3,Skill 27802,SPECIALIZED,Project Management,Waterfall,,[],[],[]
BGS7C1C33B4E9D03137,Skill 27803,CERTIFICATION,Leadership,Innovation,,[],[],[]
BGS2A87B0FD0FB93F3E,Skill 27804,SPECIALIZED,Project Management,Critical Thinking,,[],[],[]
BGSC9DF493FBE7FF826,Skill 27805,SPECIALIZED,Risk Management,Infrastructure,,[],[],[]
BGS31060BF9D983B7BB,Skill 27806,COMMON,Problem Solving,Reporting,,[],[],[]
BGS837912D931BF216D,Skill 27807,SPECIALIZED,Finance,Infrastructure,,[],[],[]
BGS95508C36925F1DB7,Skill 27808,COMMON,Compliance,Client Support,,[],[],[]
BGS9939141CEA562EA2,Skill 27809,COMMON,Compliance,Compliance Risk,,[],[],[]
BGSF646A5D699C35B2F,Skill 27810,CERTIFICATION,Risk Management,Statistical Analysis,,[],[],[]
BGS1ED20E660AB1A2E0,Skill 27811,COMMON,Project Management,Resource Planning,,[],[],[]
BGSC4E1FAE974824CBC,Skill 27812,COMMON,Technology,Market Risk,,[],[],[]
BGSF0455AD2DD7382F1,Skill 27813,COMMON,Technology,Market Risk,,[],[],[]
BGS233F1E7D51D5C8F5,Skill 27814,SPECIALIZED,Technology,Infrastructure,,[],[],[]
BGS4F2C003FAA556B97,Skill 27815,COMMON,Finance,Risk Assessment,,[],[],[]
BGS7123513F66683B9F,Skill 27816,COMMON,Customer Service,Stakeholder Management,,[],[],[]
BGSD5B94FACE911E075,Skill 27817,CERTIFICATION,Data Analysis,Service Delivery,,[],[],[]
BGSB3C21638D037A442,Skill 27818,SPECIALIZED,Data Analysis,Market Risk,,[],[],[]
BGSAB1BE1C83EF56426,Skill 27819,CERTIFICATION,Risk Management,Reporting,,[],[],[]
BGS17ADA9C9437F82DC,Skill 27820,COMMON,Customer Service,Resource Planning,,[],[],[]
BGSB67E7A971766CF42,Skill 27821,COMMON,Customer Service,Compliance Risk,,[],[],[]
BGSB763B320830420C3,Skill 27822,SPECIALIZED,Communication,Resource Planning,,[],[],[]
BGS602491AD50306D76,Skill 27823,CERTIFICATION,Compliance,Statistical Analysis,,[],[],[]
BGSEC1D54B30C9E4E0F,Skill 27824,CERTIFICATION,Problem Solving,Team Management,,[],[],[]
BGS692BC2607D4F75A0,Skill 27825,COMMON,Communication,Waterfall,,[],[],[]
BGS59517EAC213C874C,Skill 27826,SPECIALIZED,Leadership,Risk Assessment,,[],[],[]
BGSAB09864B2EFFD0E3,Skill 27827,CERTIFICATION,Communication,Stakeholder Management,,[],[],[]
BGS2D6B28E8490C3D65,Skill 27828,SPECIALIZED,Customer Service,Critical Thinking,,[],[],[]
BGS34A5437F5EB595B5,Skill 27829,CERTIFICATION,Communication,Audit,,[],[],[]
BGS716E03A27C3182FB,Skill 27830,CERTIFICATION,Technology,Agile,,[],[],[]
BGS5A66BB24CF29D37F,Skill 27831,SPECIALIZED,Finance,Operational Risk,,[],[],[]
BGSF6C88AAF33961B99,Skill 27832,SPECIALIZED,Technology,Statistical Analysis,,[],[],[]
BGS0AAC93061293DECE,Skill 27833,CERTIFICATION,Technology,Client Support,,[],[],[]
BGS14933664C3AD17CB,Skill 27834,SPECIALIZED,Compliance,Account Management,,[],[],[]
BGS4195FFB3646A2FC7,Skill 27835,COMMON,Data Analysis,Stakeholder Management,,[],[],[]
BGS7893EE418C7C1527,Skill 27836,CERTIFICATION,Risk Management,Reporting,,[],[],[]
BGSDE7BC35EB0F6CF18,Skill 27837,COMMON,Compliance,Presentation,,[],[],[]
BGS995DC2B8D96B5A1C,Skill 27838,COMMON,Problem Solving,Policy Management,,[],[],[]
BGS56D8E96DD9F969B0,Skill 27839,COMMON,Communication,Business Intelligence,,[],[],[]
BGS709216B98A913913,Skill 27840,SPECIALIZED,Leadership,Client Support,,[],[],[]
BGS994A155FD24AF3C3,Skill 27841,COMMON,Technology,Compliance Risk,,[],[],[]
BGSDC5FC6A4CA6149C0,Skill 27842,SPECIALIZED,Problem Solving,Account Management,,[],[],[]
BGS366D6822B952E004,Skill 27843,COMMON,Technology,Service Delivery,,[],[],[]
BGS8D1B555B2A74B24D,Skill 27844,COMMON,Project Management,Financial Analysis,,[],[],[]
BGS7B9F4E603477093C,Skill 27845,CERTIFICATION,Technology,Investment Management,,[],[],[]
BGSC417571DE2060275,Skill 27846,COMMON,Data Analysis,Operational Risk,,[],[],[]
BGS3BE66EF4DA0E10B7,Skill 27847,CERTIFICATION,Risk Management,Critical Thinking,,[],[],[]
BGS53917DD2A000CB88,Skill 27848,COMMON,Problem Solving,Waterfall,,[],[],[]
BGS526813EF1B53BBA7,Skill 27849,CERTIFICATION,Communication,Strategic Planning,,[],[],[]
BGSBE36697F5360D17B,Skill 27850,CERTIFICATION,Risk Management,Statistical Analysis,,[],[],[]
BGS7CBD95151B7A3FD6,Skill 27851,CERTIFICATION,Leadership,Agile,,[],[],[]
BGS4C672AEA62ADC768,Skill 27852,SPECIALIZED,Finance,Audit,,[],[],[]
BGSAA9565C0F7D2E2CC,Skill 27853,CERTIFICATION,Customer Service,Change Management,,[],[],[]
BGS9B8B7A35A0AE37E0,Skill 27854,SPECIALIZED,Data Analysis,Resource Planning,,[],[],[]
BGS5FCB598F91734A71,Skill 27855,SPECIALIZED,Finance,Software Development,,[],[],[]
BGS1DD5531B963FF161,Skill 27856,SPECIALIZED,Customer Service,Policy Management,,[],[],[]
BGS79847E8552CB06EF,Skill 27857,CERTIFICATION,Technology,Strategic Planning,,[],[],[]
BGSD89A908280951F55,Skill 27858,SPECIALIZED,Compliance,Operational Risk,,[],[],[]
BGS123532602593AFA5,Skill 27859,CERTIFICATION,Communication,Team Management,,[],[],[]
BGSB794A6B327049B81,Skill 27860,CERTIFICATION,Problem Solving,Decision Making,,[],[],[]
BGSC5A3A2F0F22D41E4,Skill 27861,SPECIALIZED,Problem Solving,Strategic Planning,,[],[],[]
BGSD0E0E45B6C1D8B5B,Skill 27862,COMMON,Leadership,Presentation,,[],[],[]
BGS612553180EF21882,Skill 27863,SPECIALIZED,Finance,Presentation,,[],[],[]
BGS6A58C08711DCC645,Skill 27864,CERTIFICATION,Problem Solving,Strategic Planning,,[],[],[]
BGSB7C783933D999613,Skill 27865,SPECIALIZED,Problem Solving,Critical Thinking,,[],[],[]
BGS6B0F723C8577D094,Skill 27866,COMMON,Compliance,Waterfall,,[],[],[]
BGS378378E96592FF15,Skill 27867,COMMON,Problem Solving,Infrastructure,,[],[],[]
BGS9BD60EF1F84210DE,Skill 27868,COMMON,Leadership,Market Risk,,[],[],[]
BGS281A764E899C3362,Skill 27869,COMMON,Finance,Operational Risk,,[],[],[]
BGS103879EF0B5D3E90,Skill 27870,SPECIALIZED,Technology,Market Risk,,[],[],[]
BGS315BCF3F34F063B3,Skill 27871,CERTIFICATION,Risk Management,Written Communication,,[],[],[]
BGSD898E4C8C3475122,Skill 27872,COMMON,Technology,Regulatory Compliance,,[],[],[]
BGSAFF45AC39F8C89AE,Skill 27873,CERTIFICATION,Data Analysis,Change Management,,[],[],[]
BGS66DE6C65C70F7DA2,Skill 27874,CERTIFICATION,Customer Service,Strategic Planning,,[],[],[]
BGSF7F2038F650A3811,Skill 27875,CERTIFICATION,Customer Service,Innovation,,[],[],[]
BGSD1033BE8458388BF,Skill 27876,CERTIFICATION,Risk Management,Operational Risk,,[],[],[]
BGSC0736CF186ADF53C,Skill 27877,SPECIALIZED,Risk Management,Audit,,[],[],[]
BGSDE8AC55FB0DFD083,Skill 27878,COMMON,Customer Service,Operational Risk,,[],[],[]
BGS7FD68613447AD95A,Skill 27879,CERTIFICATION,Project Management,Investment Management,,[],[],[]
BGSDA8A625F169E59A6,Skill 27880,COMMON,Problem Solving,Waterfall,,[],[],[]
BGS45C8AA7A2B50F82A,Skill 27881,COMMON,Compliance,Statistical Analysis,,[],[],[]
BGS92A0AA434A2221D5,Skill 27882,COMMON,Finance,Compliance Risk,,[],[],[]
BGS9996503C35CDF50D,Skill 27883,COMMON,Project Management,Team Management,,[],[],[]
BGS57E0BEF582197E20,Skill 27884,SPECIALIZED,Compliance,Software Development,,[],[],[]
BGS784D9BCC1CA45F41,Skill 27885,SPECIALIZED,Project Management,Risk Assessment,,[],[],[]
BGS693435BFB2AD9691,Skill 27886,COMMON,Compliance,Data Engineering,,[],[],[]
BGS7B715003A3103AF8,Skill 27887,CERTIFICATION,Risk Management,Critical Thinking,,[],[],[]
BGS368A393B41BEC941,Skill 27888,CERTIFICATION,Risk Management,Resource Planning,,[],[],[]
BGS2666C97CCDBCD6E0,Skill 27889,CERTIFICATION,Data Analysis,Regulatory Compliance,,[],[],[]
BGS774428468AE9BB6E,Skill 27890,SPECIALIZED,Leadership,Resource Planning,,[],[],[]
BGS470C417EC074C011,Skill 27891,CERTIFICATION,Risk Management,Written Communication,,[],[],[]
BGS1F6C94F2947A7A49,Skill 27892,SPECIALIZED,Leadership,Resource Planning,,[],[],[]
BGS157AF026FC52C1E5,Skill 27893,CERTIFICATION,Project Management,Team Management,,[],[],[]
BGS3E923DECAD04C9AB,Skill 27894,COMMON,Risk Management,Waterfall,,[],[],[]
BGSF5863535BDA788A3,Skill 27895,SPECIALIZED,Risk Management,Audit,,[],[],[]
BGSCD1526B5974AEBA9,Skill 27896,COMMON,Finance,Critical Thinking,,[],[],[]
BGS1B9BB0A3C5E7C58D,Skill 27897,COMMON,Technology,Compliance Risk,,[],[],[]
BGS1BC9AD65C66883D0,Skill 27898,CERTIFICATION,Compliance,Strategic Planning,,[],[],[]
BGS47C90CCE10086645,Skill 27899,SPECIALIZED,Data Analysis,Investment Management,,[],[],[]
BGS55630AD9F89505B4,Skill 27900,CERTIFICATION,Technology,Compliance Risk,,[],[],[]
BGS06B722F783EDDDDE,Skill 27901,SPECIALIZED,Customer Service,Infrastructure,,[],[],[]
BGS9F8EB149B37C59E1,Skill 27902,COMMON,Customer Service,Waterfall,,[],[],[]
BGSD3E3C16F758F6BE9,Skill 27903,CERTIFICATION,Finance,Investment Management,,[],[],[]
BGSBC4A8A6D13C7D402,Skill 27904,SPECIALIZED,Risk Management,Waterfall,,[],[],[]
