job_id,title,department,level,location,skills
R39435,Role 39435,55000092 Marketing (Manager 39435),Group 3,302 High St,"BGS18481CB16644414B:3,BGS6FC746B979A2722E:3,BGSD00461D8F85215DA:3"
R39436,Role 39436,55000017 Legal (Manager 39436),Group 1,93 High St,"BGS6AD421AABDD1DB53:3,BGSC7EE2025081E04FD:3,BGS617BBBCC7303AA81:3"
R39437,Role 39437,55000127 Customer Service (Manager 39437),Group 5,950 Main St,"BGS68A37F73609848ED:3,BGS1EA4D20D53117AB6:3,BGS37BDBB7EB4C87143:3,BGS1440A4D156F47E78:3,BGS9DBAE7DAA0A36350:3"
R39438,Role 39438,55000171 Customer Service (Manager 39438),Group 4,48 Queen St,"BGS3C6715A6D9AD4706:3,BGS90EAD216F9850FD6:3,BGS628526A9EC161E3A:3"
R39439,Role 39439,55000090 Research (Manager 39439),Group 7,893 Queen St,"BGS1A4C75CBFF1DD32B:3,BGS89C45EC84B76AEB1:3,BGS2CABF9500C934DFB:3,BGS336DF3E347F7EA4C:3"
R39440,Role 39440,55000026 Operations (Manager 39440),Group 1,950 Queen St,"BGS3F637E57124010DA:3,BGSF76DB3BB793E5BE1:3,BGSCF531158A561A6AA:3"
R39441,Role 39441,55000012 Strategy (Manager 39441),Group 7,45 King St,"BGSA71E1ADD13964B89:3,BGSFD0B021CC3413A8A:3,BGS9E16D8159971C01A:3"
R39442,Role 39442,55000140 Product (Manager 39442),Group 7,549 King St,"BGS61859FAD93B49B76:3,BGS69779760EC3F94CD:3,BGS3E0E9605E357C474:3,BGSA92E0EA469D1FEEF:3"
R39443,Role 39443,55000195 Legal (Manager 39443),Group 6,664 King St,"BGSABFE4889F772AE6E:3,BGSA1081F1988D33E92:3,BGS3E1467EDEB5755E8:3,BGS5F951BB7CA66D1AF:3,BGS652F1ABFA7C5D9E8:3"
R39444,Role 39444,55000033 Marketing (Manager 39444),Group 5,943 High St,"BGS00B19102C7185804:3,BGSB6B091CC5DAA13B9:3,BGS7AC7E229069C185C:3,BGS4E58988942B4FF73:3,BGS3D85C4B5ED1E92B8:3"
R39445,Role 39445,55000180 Marketing (Manager 39445),Group 5,277 Main St,"BGS63FCE6952D3A9DD7:3,BGSA7D10DC507BBA23D:3"
R39446,Role 39446,55000107 Sales (Manager 39446),Group 2,262 King St,"BGS679712AF94D8735E:3,BGS063D21B986273F67:3"
R39447,Role 39447,55000066 Legal (Manager 39447),Group 3,213 High St,"BGS63BFF96B51935409:3,BGSD1A3989B2B9783D2:3,BGS64DA723362EB6F43:3"
R39448,Role 39448,55000051 Technology (Manager 39448),Group 6,531 King St,"BGSC0BC360F114A30BF:3,BGS1707DCA7038B8ABE:3,BGS88A34FF640F1499F:3,BGS6DEADE3B0CAE2E32:3,BGSC6B35B3BD4A9B989:3"
R39449,Role 39449,55000027 Communications (Manager 39449),Group 6,185 King St,"BGSAD42043F2197010B:3,BGS3EE9850E426F82FE:3,BGS0AEAEE91CA2B6966:3"
R39450,Role 39450,55000105 Strategy (Manager 39450),Group 5,699 Main St,"BGSB0FECE2C17090C0A:3,BGS63F398FA40494C70:3,BGS0C8BCDB21F0BDFA2:3,BGS80FEDD09FF71CE71:3"
R39451,Role 39451,55000080 Compliance (Manager 39451),Group 6,443 Main St,"BGS40CAAD8561274953:3,BGS91CD6C74842B251A:3,BGS2C0F3BA0F0A0A603:3,BGS30EFCC517AD1A19E:3,BGS4EB2BB38B0EB0787:3"
R39452,Role 39452,55000112 Operations (Manager 39452),Group 4,585 King St,"BGSE93914D3CA5D2F57:3,BGS7B693105B7DAD643:3,BGS1E409ED5AF43B21F:3,BGS1129420A52FE7B61:3"
R39453,Role 39453,55000165 Customer Service (Manager 39453),Group 6,660 High St,"BGS25C7C2C72F764009:3,BGSC019C4288E9B515B:3,BGS013B3737C74F4C8D:3,BGS5FA5BD0CC9E3C951:3,BGS31EB51F510323C79:3"
R39454,Role 39454,55000156 Marketing (Manager 39454),Group 5,787 High St,"BGS42C88BAA083BA406:3,BGS09267BB4BB7CA265:3,BGS7C418563A4D8CD9B:3,BGS1076F53738189A2C:3"
R39455,Role 39455,55000200 Research (Manager 39455),Group 1,890 King St,"BGSB0E26906750514D1:3,BGSC385600FFB5D38BA:3,BGS81FEFFF39B725A3A:3,BGS4B773260AC3ADEC5:3,BGS271EC09725DDAB00:3"
R39456,Role 39456,55000161 Communications (Manager 39456),Group 1,599 High St,"BGS3D4CFFCD857AFBF0:3,BGSD22E08E978E803A7:3,BGSEA1CB6293147FCE7:3,BGSEFBD0F8221200917:3,BGSC9C8507CBCB4AF44:3"
R39457,Role 39457,55000157 Legal (Manager 39457),Group 1,452 High St,"BGS6F20E6487D06C71D:3,BGS1BED43D3DE4949B0:3,BGS55C5077A16BFA224:3,BGSAEC093BEEB368A43:3,BGS0871E9E3ADD89D00:3"
R39458,Role 39458,55000182 Communications (Manager 39458),Group 2,347 Main St,"BGSB0FE2359BA7B307F:3,BGSCA67770728984DC1:3"
R39459,Role 39459,55000142 Facilities (Manager 39459),Group 7,619 King St,"BGSCC2A928B3C2C9644:3,BGSE8B4E98A3A09371A:3"
R39460,Role 39460,55000196 Operations (Manager 39460),Group 5,889 King St,"BGSE6434C0FCDD5FE55:3,BGS00632EE0F9CF854A:3"
R39461,Role 39461,55000113 Customer Service (Manager 39461),Group 7,183 Queen St,"BGS00B7AD6F76BC2B3F:3,BGS3D69375C27D6507E:3,BGS5E8A0065ACAA10D6:3,BGSD999190FD8BB6D68:3,BGS4779502AD34F6222:3"
R39462,Role 39462,55000003 HR (Manager 39462),Group 1,364 High St,"BGS67CE356BF0C0E237:3,BGS7AAE8EFE8EFD8023:3,BGS16D14E419ED07D59:3,BGS001D1BFCF53F55E3:3,BGS0B4905E2CBD89246:3"
R39463,Role 39463,55000097 Risk (Manager 39463),Group 4,45 Main St,"BGS8CB825F21BFC785E:3,BGS169BA64196CE9543:3"
R39464,Role 39464,55000191 Customer Service (Manager 39464),Group 5,335 Main St,"BGS06FBCDD13924AE61:3,BGSF1E359EA86A1B78A:3,BGSF349A9462234C522:3,BGS867884FE0A943FE5:3,BGS551CD3C282D24132:3"
R39465,Role 39465,55000127 Legal (Manager 39465),Group 3,73 High St,"BGSE1ED7FD43A767182:3,BGS7CF954A704AB7A72:3,BGS246D8EFF4F8B9A3A:3,BGS127865CD9D94DB40:3"
R39466,Role 39466,55000162 Compliance (Manager 39466),Group 7,724 King St,"BGSD093C283A364A6C5:3,BGS9F4023F8DDAD7C2C:3"
R39467,Role 39467,55000031 Product (Manager 39467),Group 2,855 King St,"BGS83C779A7AE454CF2:3,BGS6A9A34A94938F13E:3"
R39468,Role 39468,55000028 Communications (Manager 39468),Group 1,809 Main St,"BGS1EC61836AA593B6B:3,BGSDB0FCC4C5E6E201D:3,BGS2BF2DF5E2CFA2592:3,BGSE84769226B7A3BBD:3"
R39469,Role 39469,55000169 Sales (Manager 39469),Group 1,544 Queen St,"BGS6D1D1DEC99B3DFA8:3,BGS928FCCA13B278DFC:3,BGS4BA40393D36221BA:3"
R39470,Role 39470,55000034 Compliance (Manager 39470),Group 5,233 King St,"BGS61AE7192C1745117:3,BGS47CFE51B2E98D7E1:3,BGS0A620B763E461BFE:3,BGSB130C68ADEEAD4B2:3,BGS19BF4A8112B904F9:3"
R39471,Role 39471,55000134 Marketing (Manager 39471),Group 7,92 King St,"BGS2DEB2B063D16FEB1:3,BGS3A2C8CD132166D19:3,BGS3164793F0FF71F72:3,BGSFA3BEB01200FF353:3,BGS5F5689C0431BBD54:3"
R39472,Role 39472,55000153 Sales (Manager 39472),Group 1,787 Main St,"BGS7F23D0A04CB9AAFB:3,BGSABA99E25FBCD0D99:3,BGSD168108543DE807B:3,BGS1B6860D17A3B5D62:3,BGS61D6765989E13F18:3"
R39473,Role 39473,55000016 Legal (Manager 39473),Group 2,12 Main St,"BGS5250E4D84902FA33:3,BGS6BC21330FC7FF826:3,BGS8507E999EB2EDE1A:3"
R39474,Role 39474,55000096 Technology (Manager 39474),Group 6,129 High St,"BGS77D8B45C46492351:3,BGS0275F82CB14A7022:3"
R39475,Role 39475,55000022 Technology (Manager 39475),Group 6,179 Queen St,"BGSBFAED817FD3E6204:3,BGSDD5DB716472ED1CF:3,BGSCB47E3A62FE5CC28:3,BGS4FC670A270E625E4:3,BGS728EC4B842F4D692:3"
R39476,Role 39476,55000144 Technology (Manager 39476),Group 5,892 High St,"BGS77ED629E945FE6F5:3,BGSE4BDA2E90A7A0788:3,BGSC728FB9AF13DA7D5:3,BGSB6EBE5AE7FB5BFC1:3,BGSFB9BA98AB4BEB867:3"
R39477,Role 39477,55000170 HR (Manager 39477),Group 2,332 Queen St,"BGS56AA6643249D5DA7:3,BGSBD81A206E10CE726:3"
R39478,Role 39478,55000183 Sales (Manager 39478),Group 7,947 Queen St,"BGS32CAC860A6813416:3,BGS6CE3860A75183F66:3,BGS280B176F2287847F:3"
R39479,Role 39479,55000163 Customer Service (Manager 39479),Group 7,944 Queen St,"BGS4C345DC07B8EC9D0:3,BGSA72DBD6E1AED4CE0:3"
R39480,Role 39480,55000120 Facilities (Manager 39480),Group 7,541 High St,"BGS882900E3011E648C:3,BGS170C51C8EA3E1B97:3"
R39481,Role 39481,55000097 HR (Manager 39481),Group 3,402 King St,"BGSDBFAA8F323B61E9F:3,BGS7129F07D736E1800:3,BGSD2F3164E603B287B:3,BGS1EC61836AA593B6B:3"
R39482,Role 39482,55000046 Customer Service (Manager 39482),Group 7,113 High St,"BGSB3117A4574BC718E:3,BGSE46A2A8903FDAA0D:3,BGSE596A0F613C5019F:3,BGS8BE17E935811AE74:3,BGS29FD09435004397F:3"
R39483,Role 39483,55000196 Research (Manager 39483),Group 3,515 Queen St,"BGS060AF34624612B7E:3,BGS3FB88CCF1E1C8C5F:3,BGSC429D4828BA8B57D:3,BGSF5405C4D35CCF2F3:3,BGS864070B98AB2F00C:3"
R39484,Role 39484,55000073 Sales (Manager 39484),Group 7,561 High St,"BGS6A9FB9EC69B07B19:3,BGS350B8ABD3133BE9E:3,BGS9CCB92A4B2D32188:3"
R39485,Role 39485,55000175 Finance (Manager 39485),Group 3,936 Queen St,"BGS25917DF452B64241:3,BGS7D392FEA6AFB5FEE:3,BGSFEA99077668E2322:3,BGSB676A3E4A96A0884:3,BGS1A4DCA64B1B0B77C:3"
R39486,Role 39486,55000118 Product (Manager 39486),Group 5,146 King St,"BGSA41F0A65B596A93B:3,BGS4A6AE413897A473C:3,BGSB610C7EDE1BB071B:3,BGS16C9296E6DC04E2C:3,BGS74B895759414122E:3"
R39487,Role 39487,55000090 Finance (Manager 39487),Group 6,218 Main St,"BGSE61E7D5D4091BC97:3,BGSD938D62F07E2080C:3"
R39488,Role 39488,55000064 Operations (Manager 39488),Group 2,628 Main St,"BGSA74307CB8A1D6B61:3,BGS274DECA291494846:3,BGSF7843AE18AC28A10:3,BGSBDAA9D32080F1295:3"
R39489,Role 39489,55000110 Strategy (Manager 39489),Group 7,196 Queen St,"BGS3EC7AA7860BB0F20:3,BGSB850B6FF03DE0116:3,BGS7CF954A704AB7A72:3"
R39490,Role 39490,55000136 Strategy (Manager 39490),Group 5,769 King St,"BGSED6EA97DB53A0BC0:3,BGSF751FE3D2B7A1037:3,BGSA56D68FDD7D4B0C0:3,BGS17FE8E5D7E528748:3"
R39491,Role 39491,55000177 Sales (Manager 39491),Group 4,844 Main St,"BGS7DA66553D6F1A8ED:3,BGSECF3787FEB310238:3,BGS96D9E1FF1BD13AB7:3,BGSBEE9389C641016A5:3,BGSDFB6CBCDD5098D40:3"
R39492,Role 39492,55000048 Facilities (Manager 39492),Group 3,48 King St,"BGS2C87DDB12491D6B7:3,BGS70AA1FCDD9B09C18:3,BGS0B0988A17DA39BE6:3,BGS5F9DC98929ED5E28:3,BGSD30E4A5C0D95EE63:3"
R39493,Role 39493,55000073 Strategy (Manager 39493),Group 3,525 Main St,"BGSC73DA6ACE1050811:3,BGSA014AAB41F48DFAA:3,BGSDFD72443EBBA12A4:3"
R39494,Role 39494,55000039 HR (Manager 39494),Group 1,637 Main St,"BGSB54588807A919391:3,BGS8CEA622494215415:3"
R39495,Role 39495,55000017 Communications (Manager 39495),Group 5,50 High St,"BGSBC23882E5CE3E715:3,BGSE523B529EA5F20DD:3,BGSCA389BCDDB1F1166:3,BGS56B525F56CE04477:3,BGSAFD27F73B4395ADC:3"
R39496,Role 39496,55000090 Risk (Manager 39496),Group 2,2 High St,"BGS382F7B9B7B013E58:3,BGSF97D8208A5003FC2:3,BGS3635A35C47AD3D5C:3,BGS44567C2AB973B032:3,BGSA57BE7C26473BB6E:3"
R39497,Role 39497,55000065 Finance (Manager 39497),Group 6,952 King St,"BGSD9318C64121F54D4:3,BGS03A56E83EB1AEA5B:3,BGS7943267EEF8C95AD:3,BGS1485483A37DE9702:3,BGS6C5CB780CFE7DE54:3"
R39498,Role 39498,55000094 Compliance (Manager 39498),Group 3,659 Main St,"BGS2D1F05CEFEDFE49C:3,BGS46AFDFC252896552:3,BGS7207B8BC65DD429B:3,BGS72E57D1F4763E7BD:3,BGS23648C2B13FB5851:3"
R39499,Role 39499,55000138 Finance (Manager 39499),Group 2,34 King St,"BGS301D9CE94810C764:3,BGS3D82BBDEE7FA7DFA:3"
R39500,Role 39500,55000058 Risk (Manager 39500),Group 6,295 High St,"BGS2A699A35E56DB3A0:3,BGS45C4157981C363A0:3,BGS6449A45DA4951F04:3,BGS6FE90693945A838D:3,BGSD52BBC398B8F47BE:3"
R39501,Role 39501,55000080 HR (Manager 39501),Group 7,228 High St,"BGS9C51E4AF61CD77AB:3,BGS042BBBB8B26E6CA2:3,BGS93B3106CD430B290:3"
R39502,Role 39502,55000091 Research (Manager 39502),Group 1,761 Main St,"BGS70577081ECAEC4AF:3,BGS99F096A6E3D03605:3,BGS4C0ED7682A85EFA6:3"
R39503,Role 39503,55000155 Research (Manager 39503),Group 5,313 Main St,"BGS27209DE63350C6AA:3,BGS8AFBFC9AC2619276:3,BGSFF8E1B53EF789D8A:3,BGSD38E606B6A14EABB:3"
R39504,Role 39504,55000055 Customer Service (Manager 39504),Group 6,49 High St,"BGS83DFD337CE836AF3:3,BGS813EB0359D5159FD:3,BGS9D5C9469CE9E9C1F:3"
R39505,Role 39505,55000033 Facilities (Manager 39505),Group 5,786 Main St,"BGSBD5CB6D333C0F036:3,BGS26CCD45B4AF4B862:3"
R39506,Role 39506,55000124 Operations (Manager 39506),Group 3,834 Queen St,"BGS3F80677A4814BEA5:3,BGSDF95DA3F31D6DC2E:3,BGSB4EBC3CDB041CD82:3,BGSC4682F5DBB33B964:3,BGS4C6EECD137591470:3"
R39507,Role 39507,55000029 Compliance (Manager 39507),Group 4,673 Main St,"BGSEF67164C206A295F:3,BGS4FB237911926AFF4:3,BGSE523B529EA5F20DD:3,BGSA127FA56CB0E68B6:3,BGS83284F2F71C022D5:3"
R39508,Role 39508,55000160 Facilities (Manager 39508),Group 4,558 High St,"BGS3A82D4A169A7DA32:3,BGS7CA59A739471866E:3"
R39509,Role 39509,55000113 HR (Manager 39509),Group 1,368 Queen St,"BGS37DE4DF552FC9C98:3,BGS0A34E9C4D0E1C183:3"
R39510,Role 39510,55000133 Technology (Manager 39510),Group 7,813 Main St,"BGS855C3E3CF7DA12F8:3,BGS9E6E41894CBAF296:3,BGS420C7C90D96EB137:3,BGS8FD24AE8A7744BB2:3,BGS3D08A9A6E4ECC4BD:3"
R39511,Role 39511,55000194 Operations (Manager 39511),Group 4,569 King St,"BGSCA201B9A968808D8:3,BGSDAE07DAD8B04558B:3,BGSC1D3C4F650800172:3"
R39512,Role 39512,55000039 Strategy (Manager 39512),Group 6,757 Queen St,"BGS2020EA5275044C36:3,BGS68CC19BA0CB58FD6:3,BGSD4E4B0D9077098FC:3,BGS015C3BEEA1CADB35:3,BGS67BFABEB56F49532:3"
R39513,Role 39513,55000013 Communications (Manager 39513),Group 1,400 Main St,"BGS3C08C874FE0E8556:3,BGSFF8C3ABAD0FB00DC:3"
R39514,Role 39514,55000144 Compliance (Manager 39514),Group 7,893 High St,"BGS115A8B7D40C6CA3D:3,BGS525747F9B7DF3BF8:3,BGS3450728C35ABD88A:3,BGSEA3B41C5521957A4:3"
R39515,Role 39515,55000138 Strategy (Manager 39515),Group 2,237 King St,"BGS1653C359DA16DA02:3,BGS20FCC1A54FD90B2B:3"
R39516,Role 39516,55000029 Product (Manager 39516),Group 1,844 Main St,"BGSE427EBF4CDF2F304:3,BGS450D6A151C561F55:3,BGSE2F3513D5DA2DB05:3,BGS033FBA13C30FCD71:3,BGSA57F4BA4591C3520:3"
R39517,Role 39517,55000067 Strategy (Manager 39517),Group 3,112 Main St,"BGS9CBE81C00841EC07:3,BGS258FD5EEE8525F7D:3"
R39518,Role 39518,55000125 Compliance (Manager 39518),Group 3,95 Main St,"BGS9BC7744EDA3F687A:3,BGS69279BBA11EA60A7:3,BGSE13B74D9812DFB20:3,BGSFD2B6E3D743B87D6:3,BGS127E4648D021E08C:3"
R39519,Role 39519,55000004 Operations (Manager 39519),Group 3,803 Queen St,"BGS960076185D0EFE9D:3,BGS0372B796DB7F58DF:3,BGSD282AE467B6DA317:3,BGS143E36ED172BF800:3"
R39520,Role 39520,55000129 Strategy (Manager 39520),Group 5,513 High St,"BGS30B7580F4190A7E6:3,BGS6A962744B66EC8D3:3,BGSE74F984A420D29B8:3,BGS4844F1246A4E6257:3"
R39521,Role 39521,55000136 Research (Manager 39521),Group 1,491 High St,"BGSE308D1D1B8B55688:3,BGS6C6439AD66A022D7:3,BGS4D5D5F12E01D04DD:3,BGS052EE23ED95A9DA3:3,BGSE23B90055DD0AF74:3"
R39522,Role 39522,55000125 Risk (Manager 39522),Group 3,793 Queen St,"BGS4B4067B8B9EFDBC3:3,BGSDEEE2B1E5F9B177B:3,BGS0291DE9661383C32:3,BGS1230BB99D84FF71B:3"
R39523,Role 39523,55000012 Facilities (Manager 39523),Group 2,208 King St,"BGSA83B5CDCE5147238:3,BGS239A23113D448BF3:3,BGS9C095A717339CE5B:3,BGS9AB19193C79B08DD:3"
R39524,Role 39524,55000057 Strategy (Manager 39524),Group 6,422 King St,"BGSA0228A37A5911C1B:3,BGS4D4D84E61355585B:3,BGS0B9B3B033E1F5450:3,BGS27C50C8D149F7344:3"
R39525,Role 39525,55000113 Customer Service (Manager 39525),Group 5,525 Queen St,"BGS6796373029BB1F39:3,BGS3E54F240386303B0:3"
R39526,Role 39526,55000045 Sales (Manager 39526),Group 7,245 Main St,"BGS484C633F00586935:3,BGSADCBA44DBAE3FD3C:3,BGS75BA02200F5F69BF:3"
R39527,Role 39527,55000090 Operations (Manager 39527),Group 4,197 High St,"BGS3F071EB737DBB053:3,BGSB67E7A971766CF42:3,BGS46B8744B71252CEE:3"
R39528,Role 39528,55000125 Operations (Manager 39528),Group 4,597 King St,"BGS6005D83BD6BE5544:3,BGSFB159A9544E6B95D:3,BGS3D3F19873CA00716:3,BGS92EDDC95F386FD72:3,BGS5916896C4C59DFC3:3"
R39529,Role 39529,55000105 Customer Service (Manager 39529),Group 7,99 Main St,"BGSA3C41CEB6A8812D3:3,BGSBB43E630B6839AC1:3,BGSD08B03856DBBFADA:3"
R39530,Role 39530,55000196 Strategy (Manager 39530),Group 7,607 King St,"BGSB01525F271379EB7:3,BGS35E828589F70A97C:3"
R39531,Role 39531,55000135 Risk (Manager 39531),Group 1,342 Queen St,"BGSF7A22B4CC8D7D458:3,BGS6168882859C983AD:3,BGS176C9D45E899582C:3"
R39532,Role 39532,55000005 Research (Manager 39532),Group 7,103 King St,"BGSFBE89B20B79CEE40:3,BGSBAF170FF195AB402:3,BGSF061D8CCDAC37051:3"
R39533,Role 39533,55000123 Research (Manager 39533),Group 7,576 High St,"BGS499900744D4E039D:3,BGSCF3BBDEB3E528991:3"
R39534,Role 39534,55000186 Facilities (Manager 39534),Group 2,515 King St,"BGS25000585BCE904BA:3,BGSD6E1C96049CBBD70:3,BGS0AD7451E17721378:3,BGSD761522BA87464EE:3,BGSE8557E65718780D5:3"
R39535,Role 39535,55000054 Compliance (Manager 39535),Group 5,766 Main St,"BGSCEF93362364B40F6:3,BGS942CC3B2CC5E75E8:3"
R39536,Role 39536,55000125 Facilities (Manager 39536),Group 5,248 King St,"BGS4DA62E97F0E36698:3,BGSFEDC320D479B59EF:3,BGS7EF43DA7AD21CD19:3"
R39537,Role 39537,55000181 Strategy (Manager 39537),Group 2,990 Main St,"BGSDD6220058851C6CD:3,BGS0079D8EC1F09FD98:3,BGSE19196BF76D580F4:3,BGSD45CAAE43D02A928:3"
R39538,Role 39538,55000006 Facilities (Manager 39538),Group 5,569 King St,"BGSAA8C4FB13C2ADC1C:3,BGSED1C66976F9E39F5:3"
R39539,Role 39539,55000004 Technology (Manager 39539),Group 6,609 Queen St,"BGS9319E4CB75AAD099:3,BGS6FA790225D31D9E5:3"
R39540,Role 39540,55000003 Communications (Manager 39540),Group 1,670 Main St,"BGS90816CA713AF7370:3,BGSC7E74CD0EF8F0919:3"
R39541,Role 39541,55000019 Sales (Manager 39541),Group 2,457 High St,"BGS838F8E9D3BE1F3D9:3,BGS40C041466ABD1F68:3"
R39542,Role 39542,55000037 Research (Manager 39542),Group 1,828 Queen St,"BGSDFF5971B2A08C992:3,BGS84B3E1BEEB676DF4:3,BGS7FE2D39300783576:3,BGS50832C1259758983:3,BGSAC03C36B277106DB:3"
R39543,Role 39543,55000181 Legal (Manager 39543),Group 1,719 King St,"BGS1A891864EBC819D3:3,BGS1CA799072D761299:3"
R39544,Role 39544,55000078 Legal (Manager 39544),Group 6,171 King St,"BGS674DD1A8DE4DEC17:3,BGSE70C2D6A37809198:3,BGS3B79ED8A8417EF61:3,BGSA02533A536839015:3,BGS1D24713346958EF4:3"
R39545,Role 39545,55000020 Customer Service (Manager 39545),Group 2,177 Queen St,"BGS1ABD977756F463A7:3,BGS8C149EF2D3321904:3"
R39546,Role 39546,55000099 Compliance (Manager 39546),Group 1,138 King St,"BGS3519A9F803283839:3,BGS30A3C6FB01A4605A:3,BGS784468C5251082EC:3,BGS77FDC6E89BB50D4A:3"
R39547,Role 39547,55000157 Legal (Manager 39547),Group 5,592 High St,"BGSFE9AAC690A560561:3,BGSF9D7FF46A5D0E54A:3,BGS479E6F84FDA84432:3"
R39548,Role 39548,55000039 Legal (Manager 39548),Group 2,542 Queen St,"BGS5891D4E42E2B99F4:3,BGS583118896A77C300:3"
R39549,Role 39549,55000153 HR (Manager 39549),Group 3,401 Main St,"BGS38CC852F6FF45DC7:3,BGS159A99B11CCF3E37:3,BGS9E6A55A00E28C12E:3"
R39550,Role 39550,55000142 Operations (Manager 39550),Group 4,807 Main St,"BGS7321010AE2BF9CCB:3,BGS44C03782F6E264D3:3,BGS39C2761BF08E1294:3"
R39551,Role 39551,55000012 Research (Manager 39551),Group 2,458 King St,"BGSCCF06B428E429E64:3,BGS024B16558F6497D7:3,BGSCDB5F615EB0542FD:3"
R39552,Role 39552,55000013 Risk (Manager 39552),Group 5,904 Queen St,"BGS021FE67E0E65E481:3,BGS1F2BF52D8AEB94E0:3,BGSEA1BC99B2FD23BD8:3"
R39553,Role 39553,55000180 Compliance (Manager 39553),Group 3,478 Queen St,"BGSA79440EF612D36E5:3,BGSB8E81CD6D59050B1:3,BGSF25C42D8FCE7DD32:3,BGS210F24C43402F6E9:3,BGS9E400C5B78F655D2:3"
R39554,Role 39554,55000114 Research (Manager 39554),Group 6,796 King St,"BGS3FABAE65169F4BA4:3,BGS91FF19A99F74BCEF:3,BGS7AA9F4433A86A377:3,BGS9DF8B11E603476C4:3"
R39555,Role 39555,55000135 Product (Manager 39555),Group 2,530 King St,"BGSA586EDA1D86A9256:3,BGSF917F50A6FF3B8E3:3,BGS453B115CD30A9096:3"
R39556,Role 39556,55000168 Communications (Manager 39556),Group 2,317 High St,"BGS0A29322482438F4A:3,BGS4EC2BF08836F997E:3,BGS17A3389550E1A00E:3"
R39557,Role 39557,55000058 Communications (Manager 39557),Group 1,290 King St,"BGS01BEA4A0746A090C:3,BGSAB76B8C03B28264B:3"
R39558,Role 39558,55000044 Customer Service (Manager 39558),Group 4,691 Main St,"BGS96BB1C3036E1DB7B:3,BGS73C88B689238A585:3,BGS6CD2AF97ACED48B6:3,BGS2FDF966AFB36AAEA:3"
R39559,Role 39559,55000174 Customer Service (Manager 39559),Group 7,318 King St,"BGS4525800AC3874A6F:3,BGSCAD72A9859D055E0:3,BGSDE58FDFC1098CFB5:3"
R39560,Role 39560,55000173 Facilities (Manager 39560),Group 3,389 King St,"BGSC4B3D3886B03635D:3,BGSDA330C4880AB48D9:3,BGS36EFBE2FDF3DDCE6:3,BGS7CCA82786997590F:3,BGSB4EF0C67A2E75777:3"
R39561,Role 39561,55000194 Legal (Manager 39561),Group 1,821 King St,"BGSCAFE2AB2DF9A8F6F:3,BGS62CA6E3D66F38A89:3,BGSA1E77CE1B735533F:3"
R39562,Role 39562,55000117 Marketing (Manager 39562),Group 3,664 High St,"BGS198440043C37DEB7:3,BGSE77440334D27DE8A:3,BGS4603BD0102ACA197:3"
R39563,Role 39563,55000034 Research (Manager 39563),Group 3,161 Queen St,"BGS061F154E2ADD1997:3,BGS0EDF1D2D187F5A1C:3,BGS6B44C891941F9244:3,BGS7E2B1C7DC428534C:3,BGS7FFEA031F3DB2ABC:3"
R39564,Role 39564,55000118 Legal (Manager 39564),Group 3,849 King St,"BGSCF114678D7AF2A53:3,BGSC4C516DE8863B0C8:3"
R39565,Role 39565,55000042 Technology (Manager 39565),Group 1,824 King St,"BGS6FA580803A14AA63:3,BGS5052107A9503AE75:3,BGS64DAE89790D1A439:3,BGSD6514D53210B7374:3"
R39566,Role 39566,55000130 Sales (Manager 39566),Group 2,498 Queen St,"BGSEDEB82B203F3C863:3,BGS91477661978EDACA:3,BGS5871C870AFE83EDE:3,BGSB6D988ED2C1E7FF8:3,BGSAD44F41B3F77391B:3"
R39567,Role 39567,55000022 Product (Manager 39567),Group 3,548 Queen St,"BGS93EDAD728BB3030E:3,BGSA85BD40032AAA83F:3"
R39568,Role 39568,55000133 Product (Manager 39568),Group 6,703 King St,"BGS92BC8D0C33CACDF5:3,BGSC23D46A3993DDC4A:3,BGS6352A013FBBF5ED3:3,BGSA37B97B42CA88FCC:3"
R39569,Role 39569,55000106 Compliance (Manager 39569),Group 5,388 King St,"BGS915788E4F2E8282B:3,BGS8B23B2BFC328A650:3,BGS659FDF688DA0F411:3"
R39570,Role 39570,55000053 HR (Manager 39570),Group 2,400 King St,"BGSA21B945C42EBE66C:3,BGSD75BFB7CDDEFB9E4:3"
R39571,Role 39571,55000080 Communications (Manager 39571),Group 7,661 High St,"BGS5808B0C16F514FD9:3,BGSC1D3C4F650800172:3,BGSC51E648510AF017C:3"
R39572,Role 39572,55000191 Finance (Manager 39572),Group 3,173 King St,"BGSB06CB2C52ABD3D16:3,BGS4D5D5F12E01D04DD:3,BGS5151732310276E89:3,BGSA12C1CB80007BF98:3"
R39573,Role 39573,55000145 Facilities (Manager 39573),Group 2,150 Main St,"BGSC996899A13C409EE:3,BGSA92F6A510C0A2319:3"
R39574,Role 39574,55000080 Risk (Manager 39574),Group 6,937 High St,"BGSB8D50EF39BE754F5:3,BGS2E02784656171CBF:3"
R39575,Role 39575,55000065 Technology (Manager 39575),Group 6,806 King St,"BGS93708FC58E3560FD:3,BGSFDD0581CA412B244:3"
R39576,Role 39576,55000114 Communications (Manager 39576),Group 4,485 Main St,"BGS2CEDA2E80E8448C3:3,BGS8A035143C5DA24CB:3,BGSF95622B59C9B9796:3,BGS4526019D1A362CB5:3"
R39577,Role 39577,55000113 Product (Manager 39577),Group 6,594 High St,"BGSE342AE10FC416333:3,BGS55A0ED062721D8C4:3"
